_id,controllerId,instrumentId,name,value,ts,mining,color,category,createdAt,updatedAt
660ed11ebd74d9606ac28ff3,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247070,YUMPAG,#0bb97d,success,2024-04-04T16:11:10.417Z,2024-04-04T16:11:10.417Z
660ed15cbd74d9606ac2974b,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247132,YUMPAG,#0bb97d,success,2024-04-04T16:12:12.351Z,2024-04-04T16:12:12.351Z
660ed19acc39031dbd9e5e9f,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247194,YUMPAG,#0bb97d,success,2024-04-04T16:13:14.305Z,2024-04-04T16:13:14.305Z
660ed1d8cc39031dbd9e668a,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,2,1712247256,YUMPAG,#0bb97d,success,2024-04-04T16:14:16.250Z,2024-04-04T16:14:16.250Z
660ed2168a4ba73da1a52572,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247318,YUMPAG,#0bb97d,success,2024-04-04T16:15:18.191Z,2024-04-04T16:15:18.191Z
660ed25479955992f1c9ff7d,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247380,YUMPAG,#0bb97d,success,2024-04-04T16:16:20.159Z,2024-04-04T16:16:20.159Z
660ed29279955992f1ca075f,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247442,YUMPAG,#0bb97d,success,2024-04-04T16:17:22.109Z,2024-04-04T16:17:22.109Z
660ed2d0ac94614e8877c8b5,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247504,YUMPAG,#0bb97d,success,2024-04-04T16:18:24.073Z,2024-04-04T16:18:24.073Z
660ed3336d49b567c06c1465,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,2,1712247603,YUMPAG,#0bb97d,success,2024-04-04T16:20:03.623Z,2024-04-04T16:20:03.623Z
660ed3716d49b567c06c1c83,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,2,1712247665,YUMPAG,#0bb97d,success,2024-04-04T16:21:05.565Z,2024-04-04T16:21:05.565Z
